content,polarity,Target
Pedazo de musical#muyrecomendable#inclusoparanosabineros http://t.co/LwVSyTCB,P,1
“@earcos: @ristomejide tus libros deberían estar para Kindle...” @editorialespasa,P,1
"Buscamos cobrador del Frac, para que Iker Casillas pague sus deudas a los compañeros. Gracias.",N,0
Se confirma rebaja de raiting Francia e Italia. A la espera de q España reciba la llamada correspondiente. Solo Alemania tiene AAA,N,0
Malas noticias para zona Euro,N,0
Me parece muy injusto la sentencia del juicio de marta del castillo,N,0
"“@Ghostface1993: La chispa de la vida es una cinta emocionante, seria y espectacular, todo el mundo debería verla por que es ÚNICA. gracias!",P,1
"Amigos, gracias por la increíble acogida. Da gusto hablar directamente con vosotros. #twitteradicto",P,1
Mucho RT @jcebreros20: @mariviromero urge #cambioandaluz ya esta bien,N,0
"Toda mi solidaridad con la familia d Marta del Castillo.Hoy ha sido un día duro para la mayoría de ciudadanos,impotentes ante la sentencia",N,0
RT por una buena causa: #campañaparaquealmudenasigaentwitter @Almudenafc @Noelia_posse @Adrian_Grande :))),P,1
Hoy he conocido a @_danielmartin_ eres un crack!!! Lástima q solo he podido escuchar unas canciones http://t.co/WZv8KYSG,P,1
"Noche del viernes, casita,familia y película que mas se puede pedir...un abrazo a todos!!!:-)",P,1
Indignante la sentencia y todos los acontecimientos en torno al caso #MartadelCastillo La justicia NO ES IGUAL para todos.#cadenaperpetuaYA,N,0
"Si, era Audrey.Me encanta... http://t.co/77jb1vUb",P,1
Bdías. Estoy en Paris. La pérdida de la AAA de S&P cayó anoche como un jarro de agua fría sobre Francia. Sarko lo tiene mal en abril.,N,0
"""No son maneras"", post sobre cómo se está comportando cara al público el Gobierno Rajoy, Soraya y los demás ministros. ...",N,0
La buena noticia del día: se acaba d firmar el mayor contrato de España en el exterior: la construcción del AVE a La Meca (6.700 mill.euros),P,1
"Rajoy viaja en AVE para dar su primer discurso publico, en un mitin en Málaga. Un gesto: no va en el avión de presidente, sino en tren.",P,1
Con mi amigo @kataly91 direccion lanzarote!!!!! http://t.co/GyTGk6zB,P,1
"Recomiendo la copia digital, excelente proyección del Capitol.",P,1
S&P considera q el mero ejercicio de austeridad puede dificultar el crecimiento. Presiones para alargar plazos?,N,0
¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ? Historias del día por @natamateo,P,1
"#RbcbenAlmería ""l@s socialistas españoles debemos mucho a l@s socialistas andaluces, claves en la construcción del @PSOE moderno""",P,1
Hecho! @rafaminer,P,1
Está claro que con Marta del Castillo no se ha hecho justicia. Ni se ha condenado a los culpables ni se ha dado... http://t.co/kWAkcOr2,N,0
"Uyyyy que ganas tenía se oír esto "" bienvenido @marianorajoy , Presidente del Gobierno de España"" ;-))))))  http://t.co/14XstMMv",P,1
""" la formación será derecho individual de cada trabajador y vamos a mejorar la empleabilidad"" @fatimabanez #elcambioandaluz",P,1
"Rajoy modesto: ""Tenemos un gobierno de categoría""",P,1
Me encanta esta foto ;-))))) #elcambioandaluz @marianorajoy @javierarenas_pp @eliasbendodo #elcambioandaluz  http://t.co/StCQWVz1,P,1
El mio tambien. ;) RT @AmoresDeSanz: @AlejandroSanz  es increible porque cada vez que hablas de (cont) http://t.co/lBMcvg2J,P,1
IGual para ti gUapa. RT @sanzlokeras: @AlejandroSanz yo no te pido ña!solo desearte un feliz sábado! Bss rosana,P,1
Ya estamos en el encuentro sobre accion política en redes sociales #elcambioandaluz . Gracias a todos por estar aquí  http://t.co/Hka5SKdn,P,1
Redistribuir la realidad. Al menos con la paradoja del futuro entrevisto. Ensayos de William Gibson http://t.co/lZ26X5e2,P,1
"Quiero ser Secretario General porque puedo ser útil para mi partido. Tengo experiencia, tengo ganas e ideas.  #rbcbenmalaga #rubalcaba38",P,1
"Tenemos que hacer una buena oposición, útil, si no estamos ahí el partido corre un riesgo. #rbcbenmalaga #rubalcaba38",P,1
“@maria_urraco: @Edurnity Edurne!!! Ya tengo mi entrada para LA ÚLTIMA funcion de Grease!!! http://t.co/AGVzNq4v”,P,1
"Denle RT por favor, si alguien puede ayudar. RT @CarolinaDiago: @AlejandroSanz Pls help me help 2 (cont) http://t.co/TyIoGnol",P,1
Denuncia la impunidad absoluta del pasado totalitario de España.,N,0
""" vamos un plan integral de conciliación para lograr la corresponsabilidad en el ámbito familiar"" @JuanMa_Moreno  http://t.co/spAzMgsz",P,1
En el Foro interviene Teresa Jiménez Becerril que alza la voz por la igualdad en el Parlamento Europeo #elcambioandaluz http://t.co/BrPNSIH3,P,1
"No entiendo a quien que se dedica a destruir BLOGs como el mío http://t.co/Ey6CxPZ0,  u otros. ¿Por qué les molesta ? ¿Qué? Y ¿a quién?",N,0
Analizamos ahora la propuesta de planes específicos de empleabilidad para mujeres que sufren discriminación #elcambioandaluz,P,1
;-)) RT @Mmercedesmartin: @mariviromero a ti por resolvernos todas nuestras dudas sobre el mundo de las RRSS,P,1
"La agrupación mas grande de Madrid,al completo con RbCb.Los 28 delegados de la agrupación de Latina elegidos en una lista única proRubalcaba",P,1
Dos científicos de gran valor Elías Campo y Carlos López Otín premiados en #altoaragoneses 2011,P,1
Cenando con mi gran amigo @Kataly91,P,1
"""@pmonserrat: que han hecho? El enlace no me funciona"" Demostrar su fiabilidad robando mi imagen sin permiso:  http://t.co/vU8pcDQs",N,0
"Viendo El Gran Debate en Tele5. Geniales Iranzo, Carmen Tomás y @AntonioMiguelC . Buena apuesta de la cadena.",P,1
"“@Yaye_: #lachispadelavida da gusto ver cine español y que la sala esté llena.Enhorabuena por la película. me ha encantado,sin más” gracias!",P,1
“@Agua919:  Cómo describir #lachispadelavida : Parodia del grotesco morbo humano. Brillante idea. Así da gusto ir al cine” gracias amigo,P,1
Curiosidad del insomne: ¿Por qué iba a ceder la CEOE ante sindicatos si sabe que el Gobierno hará por decreto lo que la patronal quiere?,N,0
Putos amos! http://t.co/BmDtXftM,P,1
Muy buenas noches followercetes! http://t.co/wZdohAFs,P,1
Hasta mañana. Ya va siendo hora...!!!! Qué buen sabor de boca Mizayaki.,P,1
"El aeropuerto de Castellón, q costó 150 mill, ""tapaba"" una recalificación para 40.000 viviendas http://t.co/SLJNLV35",N,0
.@MarianoRajoy:  Las elecciones tienen que ser un grito esperanzado contra la corrupción http://t.co/RvxFbBfU via @ #elcambioandaluz,P,1
Mucho animo! Vamos muy muy bien!!! RT @MariajePR: Buenas ya muy cerca de Bilbo! @ElenaValenciano @_Rubalcaba_ @AAlvarezAlvarez @patxilopez,P,1
abcdesevilla.es: La protesta contra el enchufismo llegará al Congreso del PSOE http://t.co/yvkRxhtg,P,1
En recuerdo a Manuel Broseta... RT @Rubindecendoya El Rincón de Rubín: VIDAS ROTAS EL 15 DE ENERO http://t.co/2NfeNics,P,1
La emisión de CO2 en el volcán de El Hierro continúa descendiendo http://t.co/j1IA5O25 (ep),P,1
La cuesta de enero es la Crisis Deluxe.,N,0
¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ? Historias del día por @belategui @vertele,P,1
Esto opina el partido? “@PSOE: Con una candidata podemos ir a peor. Y con el otro no vamos a ninguna parte. ¿Qué ha pasado con la cantera?”,N,0
"Precisamente porque creo en la separación de poderes, me repugna el proceso inquisitorial al juez Garzón con inhabilitación preventiva.",N,0
""" el cambio que proponemos es el cambio tranquilo que tenemos que hacer entre todos "" @javierarenas_pp #elcambioandaluz",P,1
"Hay que anotar este nombre: Francesco Schettino, capitán del crucero hundido. Huyó el primero. (Por si se lo encuentran en otro barco).",N,0
""" los socialistas han multiplicado por 5 la deuda publica en #Andalucia "" @javierarenas_pp #elcambioandaluz",N,0
"""Veo 1 partido de mayorías: no podemos olvidarnos de los más desfavorecidos, por ellos nacimos. Nos tenemos que dirigir a las clases medias""",P,1
"""Debemos tener la capacidad de vertebrar la sociedad española. Tenemos que ser coherentes en toda España.""",P,1
"""Tengo esperanza basada en los principios de la igualdad, la solidaridad y la justicia social, compartidos por una amplia base social""",P,1
"Angel Luna, el azote de la corrupción del PP en Valencia explica porque apoya a RbCb http://t.co/StBXX1IY",N,0
"“@sonrisadekiwi: Ayer vi La chispa de la vida... En tensión hasta el último segundo, me gustó mucho!  Enhorabuena!!! Gracias!!!!!!!",P,1
Gracias a TODOS.,P,1
Los turistas españoles del naufragio. El mal tiempo q llega. ¿Pq los casos d sarampión se han multiplicado x 10? Os lo contamos a las 3.,N,0
"Anoche jugando hasta las tantas a ""atrapa un millon"" con @_Aliflor_  y @Wallchairfloor Me encanta!!!! http://t.co/x0vPFfcz",P,1
"Feliz domingo a tod@s, hoy hasta Dios descansa. Trataré de no entrar al estudio y no escuchar nada de lo hecho estos dias. #NoSeSiPodré.",P,1
"Gracias a tod@s los participantes de la Convención, vosotros sois los protagonistas. Junt@s y con humildad haremos #elcambioandaluz",P,1
"Merkel persiste en el error. Lo explica @josecdiez en su análisis ""El euro en la encrucijada"". http://t.co/1E8clG0o",N,0
En la reunión del Consejo de Política Fiscal y Financiera del martes se establecerá el control previo de la deuda y el déficit de las CCAA,P,1
Dos figuras ahora en cartel!#lachispadelavida http://t.co/2qRxfc8D,P,1
"Cuando no se trata de un juicio sino de un linchamiento, la sentencia está fijada de antemano. No hay garantías de juicio justo.",N,0
Los de color Twitter “@La_Coronel: @pedroj_ramirez De esos 60-70 seguro que hay unos favoritos.”,P,1
"@sanchez_sonia @Aguaazulverde @AntonioRNaranjo @MartaRiveraCruz @sgueina @raquelmartos Mira que lo he pensado, pero estoy muy poco despierta",N,0
Vamos a cenar... Un BESAZO enorme !!!,P,1
"Cuanto daño ha hecho el todo gratis d ZP. Pretenden metro gratis, luz gratis, casas gratis.Los países se suicidan, solo hay q mirar a Grecia",N,0
Por hoy twitter off. Que mañana sea un buen día.,P,1
"Asi es . Que descanse en paz RT @absioke: @mariviromero al menos ha podido ver como @marianorajoy es presidente, descanse en Paz",P,1
"Ahora que se multiplica la corrupción política, concluyamos que Fraga nunca se enriqueció en ninguno de sus muchos cargos.",N,0
A  Don Manuel Fraga Iribarne : gracias eternas http://t.co/O75E8B6v,P,1
"Mis #trolldeldía de hoy (competición muy reñida). En el número uno, el resistente a la dictadura de ZP http://t.co/wUZTddEZ",N,0
Ha muerto FRAGA. DEP. pero los democratas de carnet no respetan ni un dia de luto a uno de los padres de la Constitucion.,N,0
"La mejor parte es cuando Rajoy presenta a Fraga como un ministro de Información que se la jugó en el franquismo por ""reformista"".",N,0
Fraga acabó siendo más moderado que muchos otros en el PP. Un artículo que escribí sobre el tema en el verano de 2010 http://t.co/fuLAy89y,P,1
"Recuperado otro cadáver en el Concordia,segun agencia Ansa.Ya son 6 muertos,entre ellos un español.Empresa armadora habla d error dl capitán",N,0
A ver si os gusta! b Dias! El cartero llama dos veces | Intereconomía | 689632 http://t.co/JL9RVpkn via @intereconomia,P,1
Padre constituyente hizo un gran esfuerzo por modernizar y moderar la sociedad española desde su posición liberal conservadora #graciasFraga,P,1
Adoro a Sofía Vergara......,P,1
Ya está aqui Bern Shcuster!!!;)) http://t.co/5PN9EpX5,P,1
"“@JotDownSpain: Pedro J. Ramírez: ""Tengo la inmensa suerte de dedicarme a lo único para lo que sirvo"" http://t.co/xZce0OP2”",P,1
Todos recuerdan a #Fraga como hombre de estado que lo fue todo en la política española de los últimos 60 años,P,1
Ya ya ...RT @UnaMujerDe40: No debería llamarte la atención @mariviromero. La hipocresía existe...,N,0
"Hoy dedicamos a @EduMadina la versión de Gwen Stefani del mítico ochentero ""It's my life"" de los Talk Talk http://t.co/60skzOIH",P,1
"Vuelve Pons! Después de casi un mes desaparecido, @gonzalezpons estará esta noche en @linternacope",P,1
"Sobre el libro de Camps: “La historia de Job que, tras perderlo todo, es repudiado por familiares y conciudadanos"" http://t.co/mGoDvedm",N,0
"“@karymonsse: @David_Busta david fechas para mexico existen?”DE MOMENTO NO, YA ME GUSTARIA... un BESAZO!!!",N,0
"El concurso del gran bulevar de Estepona, más cerca http://t.co/9RSaa1lz",P,1
"Y retuiteo la mitad de los buenos que me llegan, por no agobiar. #notengoabuela",P,1
"“@LaraMcS:Sinceramente, la vi con mis amigas por ver algo. Salimos las cuatro temblando. Peliculón. Este me encanta!!!",P,1
"La frase del día: ""En la vida nada es para siempre"" Cuando a Rajoy le piden q garantice q no volverá a subir impuestos. No cierra la puerta",N,0
"gracias! “@InmaBenegasi: @PilarGGranja   Gracias por hacernos entender la economia ,muy buen articulo,bs”",P,1
Muy clarificador !La insostenible casta parasitaria española http://t.co/Zf4hB5pD via @DiarioSigloXXI,N,0
Sarko comete el error de pensar q pq un periodista pregunta por algo que afecta negativamente a su país es antipatriota. A Zp tb le pasaba..,N,0
"Desde luego RT @jaimegtaboada: Mañana Toma de Posesión de @GarciaMartin_MA a las 11. buen amigo, Gran Político y trabajador infatigable",P,1
Como va eso?;-),P,1
Me encanta como arregla Julio Reyes...  Hacemos un buen equipo.. Gran acierto trabajar con el para el nuevo disco.,P,1
Buenas noches... Y que OS QUIEROOOOOOO!!! con toda mi alma;-),P,1
El ultimo gran servicio por la concordia en Espana de don Manuel Fraga http://t.co/2K7GzXR1 vía @Semanaldigital,P,1
Buenos días. La sorprendente transmutación d Rajoy da un nuevo paso: apoya la Tasa financiera tras criticar a ZP cuando la propuso en la ONU,N,0
Bdías. ¿Os sorprende oir a Rajoy pedir una tasa sobre transacciones? A mi mucho. ¿Os sorprende ver a Garzón en el banquillo? A mi nada.,N,0
Me voy a la concentración en el Supremo. Por la memoria y la justicia para todas las víctimas . Contra la corrupción. Por Garzón.,P,1
"Libro por escribir: ""De te quiero un huevo, amiguito del alma, a eres un gilipollas"". Anatomía autonómica del pelotazo-pirotécnico español.",N,0
"Ja ""principios de ultraismo y solidaridad q presiden el sistema nacional de trasplantes # #MédulaÓsea",N,0
Desprecio a las leyes..El TSJA anula la integración del personal de Egmasa en la agencia del enchufismo http://t.co/c3X2Sq0w via @elmundoes,N,0
"Gracias, Nuna, tú siempre estás ahí “@NunaLM: @pedroj_ramirez Sin duda alguna es un premio bien merecido. Enhorabuena.”",P,1
Muy recomendable articulo de @Amartinbeaumont sobre Fraga en La Razón. ¿Una vuelta a su antigua casa o seguirá en La Gaceta?,P,1
Entre esta semana y la que viene seguro que anunciaremos la gira acústica de México. besos.,P,1
La red @ciudadesave nos va a enriquecer y complementar a todas las ciudades. Tenemos que buscar una oferta turística única.,P,1
"""AVExperience,la red de ciudades AVE generará riqueza y empleo""#sevillahoy @zoidoalcalde en Madrid. http://t.co/cY73nlfS",P,1
"Henando, PP, ""estoy convencido de que al final de la legislatura todos los españoles pagarán menos impuestos"" #Congreso",P,1
"Bueno pues a las 4 voy a conocer la #chatidieta , por si te apuntas @gemmadelcorral",P,1
Buenas tardes amig@s. En casa descansando después del entrenamiento de la mañana. Ya queda menos. Vamos Real..!!,P,1
"@AlexdelaIglesia Pues es un poquito brasa, me gusto mucho mas #lachispadelavida",N,0
Recomiendo este artículo de sentido común sobre el techo de gasto dl catedrático F De Carreras  en @LaVanguardia http://t.co/c2o6ewFP,P,1
"El vascuence, un idioma que es parte de nuestra riqueza, que algunos aborrecen y otros patrimonializan. #Navarra",P,1
"Periódicos que se ponen estupendos con sus nuevas páginas de ""tecnología"" y al día siguiente llaman ""servicio telefónico"" a una app móvil.",N,0
"La buena colocación de letras del Tesoro demuestra: estaba descontada la rebaja de S&P, hay liquidez y el mercado vala las medidas de Rajoy",P,1
"Apertura hoy en @13tv_AlDia : ""La resurrección d la Zeja"" al rescate d #Garzón ! las disparatadas argumentaciones en favor del superjuez",N,0
1 taza D cafe para empezar un buen dia de trabajo! 1 taza de cafe doble para un MUUUUUY buen dia de trabajo!,P,1
La nueva mesa de la comisión de cultura  http://t.co/zmJnSSad,P,1
Gracias :-) RT @francarrillog: @ccifuentes Ayer me preguntaron por ti en este reportaje. Un saludo y ánimo con todo http://t.co/Akx8VzCb,P,1
IU pide al Gobierno la suspensión de los embargos de vivienda habitual que afecten a parados http://t.co/RXAlRJcl #deshaucios,P,1
Sólo el miedo a la derrota electoral  del @psoe puede explicar de los alcaldes del Parlamento Andaluz #elcambioandaluz,N,0
"Suerte a los que habéis escrito!Nos vemos el jueves en el pase de ""Jack y su gemela"" (o el viernes en los cines! ;) http://t.co/h7veFDjz",P,1
He apoyado la petición Firma para que los maltratadores de animales vayan a prisión y tengan una condena - http://t.co/6AoX7LX1 @actuable,P,1
Aprendiendo con los viejos maestros... http://t.co/9073tOTM,P,1
@javiercasqueiro @manusanchezg vosotros no dejéis de intentarlo!,P,1
"Un regalito.... Original, sencillo , creativo y precioso http://t.co/R6cFTt3A",P,1
"“@dolo_cruz: acabo de ver ""la chispa""FABULOSA!!!que gran esfuerzo el de @JoseMotatv La peli ha sido brillante!!!Eres un GRANDE!” gracias!!",P,1
"Empieza la edición 32 de la Feria Iinternacional de Turismo, (FITUR).10.000m2 y un 4% mas de participantes. Asisten 162 países.",P,1
"Excandidato republicano, Huntsman, abandona x la forma tóxica del discurso político basada en la división y ataques personales y negativos.",N,0
Aaah! Que detrás del actual procesamiento a Garzón (escuchas) está el eventual sobreseimiento d parte del caso Gürtel? Aaah!,N,0
"Existen ya CCAA ""intervenidas"" con la Ley actual: no se les deja endeudarse salvo q cumplan Plan d Ajuste aprobado con Gobierno central.",N,0
"Recuerdo a Garzon ,bermejo,la fiscal,el poli de la judicial cazando gratis con Correa en el calabozo...",N,0
"Hoy en la portada de @20m, una manera diferente de contar el Real Madrid-Barça de esta noche http://t.co/pOfooJIx ¿Te gusta?",P,1
SOS en el cuerno de África. Hambruna !,N,0
"RT @NicodeMig ""Ahora nuestras democracias tienen al enemigo dentro"": http://t.co/dQXzvOsJ vía @LaVanguardia",N,0
Los abogados del turno de oficio abandonan por el recorte salarial http://t.co/NK5h5Y0L,N,0
"En Cataluña prohíben a los médicos atender en castellano y mossos y funcionarios sacan banderas españolas""pq la provocación funciona"".Q país",N,0
Como? esto que es? Los sindicatos tienen en plena crisis 9.000 tarjetas de crédito para pagar sus gastos http://t.co/GaJVqgoH,N,0
Cuando el FBI reproduce una parte de mi rostro en el cartel del terrorista más buscado y le pone precio a su-mi  cabeza os echáis unas risas,N,0
#Rajoy sale del mausoleo Real tras hacer la ofrenda floral ante la tumba dde Hassan II y Mohamed V http://t.co/CtCxCHcU,P,1
Me encantan estos ratos mañaneros en los que paro a tomar un te y leer el periodico tranquilamente =),P,1
"Pregunta: para darse d baja d un servicio d telefonía, x ley es obligatorio q te la tramiten d la misma manera q el alta? Cc @movistarpro_es",N,0
En el stand de @Huelvaturismo: un oferta de luz y sabor.,P,1
"Rossy de Palma y Alaska, en busca de la polémica http://t.co/Fq6dVNOv",N,0
Montoro quiere q los malos gestores públicos vayan a la cárcel ¿Q delito se les imputará? ¿Malversación? ¿Falsedad? ¿O serán sólo palabras?,P,1
Pero no luchaban por la cultura libre? 10 mill de euros! “@amanda_mars: Los fundadores de SeriesYonkis venden el portal http://t.co/TRrRdXq1,N,0
"A las 3 en @A3noticias, el gobierno exigirá “responsabilidades penales” a los gobernantes que gasten más de lo presupuestado",P,1
Continúa el PP  pasando factura: primero con la cifra de déficit y hoy con un juicio simbólico a los políticos. JUICIO REAL  A  CORRUPTOS.,N,0
The Times reconoce que no puede ser ajeno a la edición social http://t.co/LbXDqrlu para llegar al público inteligente http://t.co/2gAIu1Jy,P,1
"Rajoy dice que se abre ""una nueva etapa reforzando las relaciones de amistad y de buena vecindad"" con Marruecos.",P,1
"Hagamos entre todos #mássocialismo, más igualdad, más participación.",P,1
"Emotivo el email que me acaba de llegar desde Facebook: ""Tus amigos quieren que vuelvas"". #esoyamelodiranellos",P,1
Dos horas de clase sobre proliferation. Cason practico Iran  Alumnos de mas de 15 países 4 continentes. Muy interesante para mi. @ESADEgeo,P,1
"Alfredo todo mi apoyo. “@_Rubalcaba_Quiero1@PSOE de mayorías, defendiendo a los más desfavorecidos y a la clase media; de jóvenes y mayores",P,1
Buena intervención d @jordi_canyas en #Parlament defendiendo nuestra enmienda a l subida d impuestos a clases medias d CIU-PP #pepevergencia,P,1
"RT @ostwitting: el pacto encubierto entre CiU-PP en Mataro ha sido bochornoso,PP despechado publica pacto en diario local #politica #mataro",N,0
Que alguien me cuente qué pasa en el Bernabéu!!! Que no puedo verlo!!!,N,0
Era fuera de juego!!!! Yo creo q este arbitro es triguillo ...,N,0
Aquí esta ya listo el yoghurt con mijititillas casero ;-) @mariarojo82 #chatidieta,P,1
Que he llegado a tiempo para verla ;-))) (watching Downton Abbey) http://t.co/NbbSq00t,P,1
Bueno.... Muy rica la carne,P,1
Primer paso de la eliminatoria. Faltan 90 min para conseguir el objetivo con nuestra gente. Ahora a descansar y a... http://t.co/2ZI3E3UQ,P,1
"Gran partido, grande hermanoooo!!!!! http://t.co/0eY5v8Di",P,1
Una reunión te arregla un día... Pero sólo por un rato.,P,1
"Dos nominaciones a los Goya, una dirección sencillamente magistral#lachispadelavida http://t.co/A6b7LQgX",P,1
La radio pública cumple 75 años. Enhorabuena a toda la gente que la hace posible. Es más necesaria que nunca. #75añosRNE @EDCHrne,P,1
Qué susto tiene la izquierda con la posibilidad de ir a la cárcel si malgastan y despilfarran el dinero de nuestros impuestos!,N,0
Corrijo....89 millones de toneladas de comida es lo que tiramos en Europa. Perdón.,N,0
"#BastaYa : Un hombre mata a puñaladas a su ex mujer en Jaén y se entrega a la Guardia Civil"" http://t.co/hoKyVOyG via @elmundoes",N,0
@javiersolana expresa su apoyo a @_Rubalcaba_ para ser el próximo líder del PSOE  @el_pais http://t.co/94h0exrR,P,1
"Castellón: aeropuertos sin aviones, institutos sin calefacción y alumnos represaliados. Tremendo todo http://t.co/ivZsa0ok",N,0
El Tesoro vuelve a superar sus objetivos en la última subasta http://t.co/3N4PiEUn,P,1
Interior sigue renovando las estructuras policiales heredadas de Rubalcaba. Ahora toca las jefaturas superiores.,P,1
"Me apetece mucho el viaje de mañana a Marbella y la firma de #ElPrimerNaufragio el sábado a las 12 en ECI de Málaga. Os espero, tuiteros.",P,1
Que tipo de empleo se ha creado en US ultimos años ? Lecciones a sacar http://t.co/9P9Q4El5,N,0
"A punto d empezar en @mananascuatro con @mrtfernandez @Vallvey @jmahrens y Jorge Verstrynge... Garzón, víctima o verdugo? Visto pr sentencia",N,0
Lo de las mamás famosas y las marcas infantiles es total.... Alba Carrillo hace su primera aparición publicitaria http://t.co/LBdbUEH8,P,1
"La Generalitat les debe a ls aytos catalanes 753 según el propio gobierno.“Catalunya ens roba”? No,simplemente deudas entre administraciones",N,0
Es d una gran irresponsabilidad q @PepeGrinan esconda la bolita de las deudas de la Junta en #andalucia dando esas ordenes #elcambioandaluz,N,0
"A las 3 en @A3noticias, la policía de Italia registra Standard & Pours y la acusa de manipular el mercado",N,0
Gracias por los RT del tuit de la GC. La niña esta localizada ya.,P,1
Está la cosita muy mala. Wolverine no es lo que era. http://t.co/WAlMsg0l,N,0
Visa se muda a los móviles con Android para asegurar los pagos con NFC http://t.co/LVjFbIUt,P,1
"Tierno defendía que el progreso se basa en los pequeños gestos, más que en las grandes obras. http://t.co/YFkZI2dR",P,1
Vota circo. Sin palabras. Impresionante. http://t.co/CB2VpgNH,P,1
Seguimos trabajando para #elcambioandaluz (@ Partido Popular de Málaga) http://t.co/ZBah8gBk,P,1
"No tenemos nada que ocultar, si apoyan una comisión de investigación sobre la crisis y sus responsables seremos los primeros. Un paripé no.",P,1
"dejo una pregunta q define perfectamente el fútbol,si el Madrid hubiera ganado el partido ayer alguien hubiera hablado d la alineación d mou",N,0
@iescolar @laventana Si abogados de acusados en el caso Marta del Castillo autorizaron escuchas no hay equivalencia con Garzón,N,0
"Me habláis del derecho de defensa, de los ricos. El de los pobres, como ellos, no tiene donde caerse muerto. El turno de oficio abandonado,",N,0
Bienvenido @VargasLlosaM Celebro encontrarte aquí también. Besos.,P,1
Nunca te acostarás sin tener un desengaño más.,N,0
Pues en eso estoy RT @DnLTheProvider: @AlejandroSanz Cuando sacas un nuevo ALbum.. la fanaticada esta esperando... #Kieromusicaa,P,1
Ayer tuve una reunión con el Gremio de Joyeros. Vamos a hacer un esfuerzo para proteger a un sector que está... http://t.co/ZGuEusOw,P,1
Persiste!,P,1
"Fijaos en la foto del angelito, conocido como Kim Schmitz, que se forraba con las descargas ilegales de Magaupload. http://t.co/MeONc3A7",N,0
"Wikipedia lanza aplicación gratuita para Android, para consultar contenidos de Wikipedia, compartir artículos...",P,1
"Que los abogados acusen a Garzón de aplicar la' Razón de Estado', y que abra con ello El Mundo es para reírse, si no fuera un escándalo.",N,0
Buenas. Rumbo al programa de @melchormiralles.,P,1
Desde luego “@RecioManolo: Pasado contrapasado no conllevabuen futuro” por eso es necesario #elcambioandaluz,N,0
"¿Quien aparece como mayor ""villano"" a ojos de la opinión publica, Pepe (R.Madrid) o el comandante Schettino?",N,0
"Buenaaaaas! Mi #FF de hoy es para #Anonymous , bueno y para la camarera q me va a poner el desayuno Haaaaaabreeeeeee!!!",P,1
En la Ciudad Deportiva trabajando un poco y hablando con @fontas24 y @Guaje7Villa Vamos!!!!,P,1
Las palabras valen ya menos que los pisos. Recortar gastos es ahora racionalizar.,N,0
En el blog: Cinismo a bordo http://t.co/nXnexNcp,N,0
"#FF @ArturoGomezQuij, por demostrar en su penúltimo tweet que un prejuicio es una oportunidad de actualización.",P,1
#FF RT @SantyUrbaneja: @MayteOtero @Andreita_ae @virginiacanadas @Milamorr @melina_cm @encarnialvarez @DoriLuque  me sumo #FF para todas!!!,P,1
#Andalucía recibe el premio al mejor stand de CCAA de #Fitur. Prueba de que nuestro sector turístico sigue al alza. Enhorabuena.,P,1
El Gobierno reclama a Cuba la liberacion de todos los presos politicos tras la muerte de uno de ellos q estaba en huelga de hambre,N,0
gran respeto por Alberto y por lo quje diceyLos momentos que vivimos Alberto Oliarthttp://www.elpais.com/articulo/opinion/,P,1
"Carlos Fabra acaba de lograr la nueva plusmarca de fianza a político: 4,2 millones. Le quita el récord a Jaume Matas http://t.co/VSGOtwtX",N,0
Un CEMA integrado en la CMT. Buen criterio RT @desdelamoncloa El Gobierno simplificará los organismos reguladores http://t.co/mkpcjltk,P,1
"¡“@135sara: HAN ENCONTRADO UN TREN DEL 11M, ESCONDIDO POR FOMENTO.¡ TOMA YA !¿Y LOS Q FALTAN ? QUE LOS SAQUEN TODOS, via interec.”",N,0
"De la Torre, contento porque Málaga se ha consolidado como destino urbano importante http://t.co/7VpGKYsy",P,1
"Muchas gracias Ana. Un aBrazo RT @AnaReboiras: @AlejandroSanz buenísimo, donde yo trabajo ya han (cont) http://t.co/fjUQ79bE",P,1
Si. Señor.. Ahi vamos RT @jerry_bob31: @AlejandroSanz Vamos por el Nuevo Disco!!,P,1
El PP cree que el Gobierno de Barreda debe ser sancionado con caracter retroactivo http://t.co/RSzuXVjd vía @eldigitalcastillalamancha,N,0
"Pues la mejor es la 1 :)) “@espidifen600mg: @pedroj_ramirez elijo la 2..no, la 3! NO! la caja!! elijo la caja!!!”",P,1
"No mujer, ni mucho menos, pero yo estaba alli. Creeme un poco. ;) RT @PamelaSimo: Palabra d Dios? (cont) http://t.co/0Z3F9O7U",P,1
Boda en Yucatan? Suena de maravilla. Felicidades.. Por todo. RT @Sanz_Yucatan: Oye @AlejandroSanz (cont) http://t.co/yyOsa4Wq,P,1
Alemania pretende crear un fondo de estímulo. ¿Va en serio? Preguntamos a expertos. @TelediarioInter 20:30,P,1
¿Donde está Urdangarín? Toda Barcelona le busca. Os lo contamos en @TelediarioInter 20:30,N,0
"RT @juantdelgado:""Los campeones del ajuste perpetuo"" frenan a quienes ya están preparados para crecer @sevillajordi. El domingo en Mercados.",N,0
Una lástima no poder estar el 4/2 en la de despedida de Palermo. Justo homenaje para alguien q se merece todo http://t.co/0DMPmEk4,P,1
